id,Species,Owner,Country.of.Origin,Farm.Name,Lot.Number,Mill,ICO.Number,Company,Region,Producer,Number.of.Bags,Bag.Weight,In.Country.Partner,Harvest.Year,Grading.Date,Owner.1,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Cupper.Points,Total.Cup.Points,Moisture,Category.One.Defects,Quakers,Color,Category.Two.Defects,Expiration,Certification.Body,Certification.Address,Certification.Contact,Altitude
191,Arabica,Angelica Paola Citan Lopez,Guatemala,,11/951/511,BENEFICIO SAMA,11/951/511,"OLAM AGRO GUATEMALA, S. A.",Santa Rosa,"AMIAGRO, BRISAS DEL RÍO, AMILCAR LA POLA, BENEFICIO SAMA",369,30 kg,Asociacion Nacional Del Café,2021 / 2022,"February 16th, 2022",Angelica Paola Citan Lopez,"Pache, Bourbon, Catuai and Anacafe 14",Washed / Wet,7.25,7.17,7.17,7.08,7.17,7.25,10.0,10.0,10.0,7.25,80.33,10.5 %,1 full defects,1,Green,17 full defects,"February 16th, 2023",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Brayan Cifuentes -,1400
192,Arabica,Angelica Paola Citan Lopez,Guatemala,LINDA VISTA,11/973/1207,LINDA VISTA,11/973/1207,"MERCON GUATEMALA, S. A.",SANTA ROSA,PABLO ARTURO CHUY FLORES,275,69 kg,Asociacion Nacional Del Café,2021,"August 3rd, 2021",Angelica Paola Citan Lopez,Catuai,Washed / Wet,7.17,7.33,7.0,7.25,7.33,7.0,10.0,10.0,10.0,7.08,80.17,10.9 %,1 full defects,6,Green,13 full defects,"August 3rd, 2022",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Brayan Cifuentes -,1800
193,Arabica,MR.BROWN CAFE,Guatemala,Finca El Morito,1,"Mataquescuintla, Jalapa",,Mr.Brown Cafe,"Mataquescuintla, Jalapa",Finca El Morito,320,60 kg,Blossom Valley International宸嶧國際,2021,"March 10th, 2022",MR.BROWN CAFE,"Pache San Ramon, Catuai, Borbon, Maragogype y Maracatu",Washed / Wet,7.5,7.42,7.33,7.5,7.42,7.5,8.0,10.0,10.0,7.33,80.0,11.9 %,0 full defects,0,Green,0 full defects,"March 10th, 2023",Blossom Valley International宸嶧國際,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen陳嘉峻 - +886423022323,1400-2100
194,Arabica,"Hsu,Chien-Chieh 徐健傑",Taiwan,TGC台灣咖啡莊園Taiwan Coffee Coffee,1,TGC台灣咖啡莊園Taiwan Coffee Coffee,,Taiwan Coffee Laboratory,"雲林縣古坑鄉 Gukeng Township, Yunlin County","徐飴鴻 Xu,Yi-Hong",1,12 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2022,"April 6th, 2022","Hsu,Chien-Chieh 徐健傑",Typica,Washed / Wet,7.17,7.08,7.17,7.17,7.25,7.17,10.0,10.0,10.0,7.0,80.0,12.2 %,0 full defects,0,Yellow-Green,0 full defects,"April 6th, 2023",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",1000
195,Arabica,"Chiu, Wei-Lun 邱偉倫",Taiwan,雅谷咖啡莊園 Jacob's Estate,1,雅谷咖啡莊園 Jacob's Estate,,Taiwan Coffee Laboratory,"南投縣國姓鄉 Guoxing Township, Nantou County",邱偉倫 Wei-Lun Chin,4,40 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2022,"April 6th, 2022","Chiu, Wei-Lun 邱偉倫",Typica,Pulped natural / honey,7.25,7.25,7.0,7.25,7.08,7.17,10.0,10.0,10.0,7.0,80.0,9.3 %,0 full defects,0,Green,0 full defects,"April 6th, 2023",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",800
196,Arabica,Karla Nicaragua,Nicaragua,Matagalpa - Jinotega,017-053-0165,PPC Sebaco,017-053-0165,Exportadora Atlantic S.A,Matagalpa,varios productores,25,69 kg,Asociación de Cafés Especiales de Nicaragua,2021 / 2022,"March 16th, 2022",Karla Nicaragua,Caturra,Washed / Wet,7.42,7.33,7.33,7.5,7.58,7.33,9.33,9.33,10.0,7.33,79.83,10.8 %,0 full defects,4,Green,14 full defects,"March 16th, 2023",Asociación de Cafés Especiales de Nicaragua,"Del Hotel Seminole 2 C al lago, 1 C arriba.",Maria Ines Benavidez Toval - 011-(505)-8396 4717,1100
197,Arabica,CHENG Yu Chen鄭羽辰,Taiwan,螢之光咖啡Hikari Coffee Roaster,212210,螢之光咖啡Hikari Coffee Roaster,,Taiwan Coffee Laboratory,"雲林縣古坑鄉 Gukeng Township, Yunlin County","劉淑芳 Liu, Shu-Fang",1,27 kg,Taiwan Coffee Laboratory 台灣咖啡研究室,2021 / 2022,"April 6th, 2022",CHENG Yu Chen鄭羽辰,Typica,Pulped natural / honey,7.25,7.08,7.08,7.08,7.0,7.17,10.0,10.0,10.0,7.08,79.75,10.8 %,0 full defects,0,Yellow-Green,1 full defects,"April 6th, 2023",Taiwan Coffee Laboratory 台灣咖啡研究室,"QAHWAH CO., LTD 4F, No. 225, Sec. 3, Beixin Rd., Xindian Dist. New Taipei City, Taiwan","Lin, Jen-An Neil 林仁安 - 886-289116612",800
198,Arabica,Bean Co,Thailand,Pan's Farm,CNX2021,Dry Mill,,"Bean co.,ltd",Chiangmai - Thepsadej,Ms.Saowalak Thatinjan,2,1 kg,Specialty Coffee Institute of Thailand,2020,"November 21st, 2021",Bean Co,Catimor,Pulped natural / honey,7.42,7.17,7.0,7.08,7.0,6.92,10.0,10.0,10.0,7.0,79.58,11.3 %,0 full defects,0,Brownish,1 full defects,"November 21st, 2022",Specialty Coffee Institute of Thailand,"No.76-82 Satri Wittaya 2 Soi 6, Ladplao, Bangkok 10230 Thailand","Kamolwat Toboonchuay - +66 2 118 0811, +66 95 952 4692",1200
199,Arabica,MR.BROWN CAFE,Guatemala,Finca El Morito,1,"Mataquescuintla, Jalapa",,Mr.Brown Cafe,"Mataquescuintla, Jalapa",,320,60 kg,Blossom Valley International宸嶧國際,2021,"February 9th, 2022",MR.BROWN CAFE,"Pache San Ramon, Catuai, Borbon, Maragogype y Maracatu",Washed / Wet,7.25,7.33,7.33,7.5,7.33,7.42,9.33,9.33,10.0,7.33,79.5,11.6 %,0 full defects,0,Green,0 full defects,"February 9th, 2023",Blossom Valley International宸嶧國際,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen陳嘉峻 - +886423022323,1400-2100
200,Arabica,MR.BROWN CAFE,Nicaragua,Finca Aurora,1,Beneficio Seco Finca Aurora,,Mr.Brown Cafe,"Matagalpa, Nicaragua",Sabio Coffee - Enrique Ferrufino & Tania Ferrufino,275,69 kg,Blossom Valley International宸嶧國際,2021 / 2022,"February 11th, 2022",MR.BROWN CAFE,Caturra-Catuai,Washed / Wet,7.17,7.08,7.08,7.08,7.08,7.08,10.0,10.0,10.0,6.92,79.5,11.7 %,0 full defects,0,Green,0 full defects,"February 11th, 2023",Blossom Valley International宸嶧國際,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen陳嘉峻 - +886423022323,1200-1350
201,Arabica,Alexis Rodriguez,Indonesia,,NHOL-317/21,OLAM,015-1691-122,Nestle Nespresso SA,North Sumatra,OLAM,320,60 kg,NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),2020,"July 23rd, 2021",Alexis Rodriguez,Java,Washed / Wet,7.17,7.0,6.92,7.17,7.42,7.0,8.67,10.0,10.0,7.08,78.42,9.3 %,4 full defects,6,Brownish,7 full defects,"July 23rd, 2022",NKG Quality Service (a division of Bernhard Rothfos Intercafé AG),"Bahnhofstrasse 22 6300 Zug, Switzerland",Tirza Odermatt - +41 41 728 72 81,1400
202,Arabica,MR.BROWN CAFE,Nicaragua,Finca Aurora,1,Beneficio Seco Finca Aurora,,Mr.Brown Cafe,"Matagalpa, Nicaragua",Sabio Coffee - Enrique Ferrufino & Tania Ferrufino,275,69 kg,Blossom Valley International宸嶧國際,2021 / 2022,"March 11th, 2022",MR.BROWN CAFE,Caturra-Catuai,Washed / Wet,6.92,7.33,7.25,7.25,7.42,7.17,9.33,9.33,10.0,7.17,77.83,11.8 %,0 full defects,0,Green,0 full defects,"March 11th, 2023",Blossom Valley International宸嶧國際,No.72 Mo-Fan St. Taiwan Zip: 403,Damon Chen陳嘉峻 - +886423022323,1200-1350
203,Arabica,DAWITGIRMA woldetsadik,Ethiopia,Faiza Alewi,TCE20/21-1,DUMERSO INDUSTRIAL TRADING PLC,10/0828,Temerachi Coffee Export,Gedio zone Yirgacheffe,TEMERACHI COFFEE EXPORT,100,60 kg,METAD Agricultural Development plc,2021,"April 14th, 2022",DAWITGIRMA woldetsadik,Ethiopian Heirlooms,Natural / Dry,6.42,6.5,6.42,6.92,6.92,6.42,10.0,10.0,10.0,6.25,75.83,8.2 %,0 full defects,6,Yellow Green,5 full defects,"April 14th, 2023",METAD Agricultural Development plc,"BAWA Center, 3rd Floor (Gerji), Addis Ababa, Ethiopia","Aman Adinew (Emebet Dinku) - +251-116-292534, +251-911-519196",1850
204,Arabica,Angelica Paola Citan Lopez,Guatemala,,11/995/71,COYOTE,11/995/71,"CAFÉ DE MI TIERRA, S. A.",ORIENTE,PEQUEÑOS PRODUCTORES JALAPA,200,69 kg,Asociacion Nacional Del Café,2021 / 2022,"April 18th, 2022",Angelica Paola Citan Lopez,Catuai,Natural / Dry,7.5,7.58,7.33,7.58,7.25,7.33,8.0,8.0,8.0,7.33,73.92,10.4 %,0 full defects,3,YELLOW GREEN,5 full defects,"April 18th, 2023",Asociacion Nacional Del Café,"5a Calle 0-50, Zona 14 Guatemala City, Guatemala 1014",Brayan Cifuentes -,1400
205,Arabica,DAWITGIRMA woldetsadik,Ethiopia,Faiza Alewi,TCE20/21-1,Dumerso Industrial Trading PLC,10/0828,Temerachi Coffee Export,SNNP Gedio zoon Gedeb,Temerachi Coffee Export,100,60 kg,METAD Agricultural Development plc,2021,"April 4th, 2022",DAWITGIRMA woldetsadik,Ethiopian Heirlooms,Natural / Dry,6.17,6.08,6.08,6.25,6.58,6.25,10.0,10.0,10.0,6.17,73.58,7.8 %,0 full defects,12,Yellow-Green,6 full defects,"April 4th, 2023",METAD Agricultural Development plc,"BAWA Center, 3rd Floor (Gerji), Addis Ababa, Ethiopia","Aman Adinew (Emebet Dinku) - +251-116-292534, +251-911-519196",1850
206,Arabica,DAWITGIRMA woldetsadik,Ethiopia,Faiza Alewi,TCE2021-2,Dumerso Industrial Trading PLC,10/0828,Temerachi Coffee Export,"Oromia, Guji",Temerachi Coffee Export,70,60 kg,METAD Agricultural Development plc,2021,"April 4th, 2022",DAWITGIRMA woldetsadik,Ethiopian Heirlooms,Natural / Dry,6.17,6.08,6.0,6.42,6.67,6.08,10.0,10.0,10.0,6.0,73.42,8.1 %,0 full defects,10,Yellow-green,5 full defects,"April 4th, 2023",METAD Agricultural Development plc,"BAWA Center, 3rd Floor (Gerji), Addis Ababa, Ethiopia","Aman Adinew (Emebet Dinku) - +251-116-292534, +251-911-519196",1900
207,Arabica,Compañia Hondureña del Cafe S.A de c.v.,Honduras,Cerro Negro,4123,SECO,13-108-1382,Compañia Hondureña del Café S.A. de C.V.,"Zona de Santa Marta, municipio de San Marcos, departamento de Ocotepeque, Honduras",Feliciano Rivera,250,69 kg,Instituto Hondureño del Café,2021,"August 13th, 2021",Compañia Hondureña del Cafe S.A de c.v.,Catimor,Washed / Wet,7.42,7.33,7.08,7.33,7.42,7.25,8.0,8.0,8.0,7.33,73.17,11.1 %,0 full defects,3,Green,8 full defects,"August 13th, 2022",Instituto Hondureño del Café,"Laboratorio de Control de Calidad de Café ( CNCC), 33 Calle, 1-2 Avenida, Sector El Cacao. San Pedro Sula, Cortes",Ramon Reyes - + 504 9693-9042,1400
208,Arabica,DAWITGIRMA woldetsadik,Ethiopia,Faiza Alewi,TCE2021-2,Dumerso Industrial Trading plc,10/0828,Temerachi Coffee Export,OROMIA GUJI ZONE,Temerachi Coffee Export,70,60 kg,METAD Agricultural Development plc,2021,"April 8th, 2022",DAWITGIRMA woldetsadik,Ethiopian Heirlooms,Natural / Dry,6.92,6.83,6.75,7.25,7.08,6.75,8.0,8.0,10.0,6.75,72.33,8.6 %,0 full defects,2,Yellow green,5 full defects,"April 8th, 2023",METAD Agricultural Development plc,"BAWA Center, 3rd Floor (Gerji), Addis Ababa, Ethiopia","Aman Adinew (Emebet Dinku) - +251-116-292534, +251-911-519196",1900
